,City,Cuisines,Cost,Tablebooking,Onlinedelivery,deliverynow,Price_range,rating,rating_color,rating_text,Votes
2324,55,1329,1200,0,0,0,3,4.0,1,5,404
2325,55,453,800,0,0,0,3,3.8,5,2,214
2326,55,1514,850,0,0,0,3,4.0,1,5,496
2327,55,1428,2000,0,0,0,4,3.8,5,2,209
2328,55,1355,1500,0,0,0,4,4.3,1,5,334
2329,55,1220,650,0,0,0,2,3.1,2,0,26
2330,55,440,700,0,0,0,2,3.9,5,2,502
2331,55,400,650,0,0,0,2,3.8,5,2,69
2332,55,344,500,0,0,0,2,3.9,5,2,69
2333,55,1329,1500,0,0,0,4,4.0,1,5,413
2334,55,182,400,0,0,0,2,4.3,1,5,87
2335,55,1542,1100,0,0,0,3,4.1,1,5,181
2336,55,400,500,0,0,0,2,4.3,1,5,171
2337,55,388,800,0,0,0,3,4.0,1,5,341
2338,58,414,750,0,1,0,2,4.7,0,1,1469
2339,58,1440,1650,0,0,0,3,3.9,5,2,676
2340,58,1042,1400,0,1,0,3,4.0,1,5,582
2341,58,426,750,0,1,0,2,4.4,1,5,389
2342,58,1055,1300,0,1,0,3,4.4,1,5,843
2343,58,698,1000,0,0,0,3,4.0,1,5,212
2344,58,1645,1600,0,0,0,3,4.3,1,5,1478
2345,58,1273,1500,0,0,0,3,3.9,5,2,67
2346,58,436,1000,0,1,0,3,4.2,1,5,633
2347,58,710,1800,0,0,0,3,4.0,1,5,916
2348,58,1345,2300,0,0,0,4,4.5,0,1,420
2349,58,498,2500,0,0,0,4,4.3,1,5,308
2350,58,1034,2000,0,1,0,4,4.9,0,1,322
2351,58,461,650,0,1,0,2,4.2,1,5,198
2352,58,625,700,0,0,0,2,4.1,1,5,148
2353,58,458,800,0,1,0,2,4.3,1,5,798
2354,58,1410,1500,0,0,0,3,4.3,1,5,1121
2355,58,1413,1000,0,0,0,3,2.6,2,0,46
2356,58,412,1200,0,1,0,3,3.9,5,2,310
2357,58,716,800,0,1,0,2,3.7,5,2,112
2358,61,518,550,0,0,0,2,3.3,2,0,148
2359,61,1402,800,0,0,0,3,3.3,2,0,51
2360,61,1306,400,0,0,0,2,3.9,5,2,97
2361,61,912,1000,0,0,0,3,4.0,1,5,24
2362,61,1329,1500,0,0,0,4,4.0,1,5,54
2363,61,420,600,0,0,0,2,3.5,5,2,43
2364,61,1000,0,0,0,0,1,3.6,5,2,34
2365,61,191,500,0,0,0,2,3.9,5,2,97
2366,61,770,500,0,0,0,2,4.1,1,5,87
2367,61,1444,1000,0,0,0,3,4.1,1,5,158
2368,61,375,0,0,0,0,1,3.9,5,2,127
2369,61,497,1500,0,0,0,4,3.9,5,2,86
2370,61,1306,1000,0,0,0,3,3.8,5,2,97
2371,61,1505,1500,0,0,0,4,4.3,1,5,155
2372,61,201,350,0,0,0,2,3.4,2,0,49
2373,61,551,850,0,0,0,3,3.6,5,2,106
2374,61,828,350,0,0,0,2,4.1,1,5,171
2375,61,1329,3000,0,0,0,4,3.9,5,2,113
2376,61,530,1500,0,0,0,4,3.7,5,2,160
2377,61,1538,1400,0,0,0,3,4.0,1,5,41
2378,62,1667,1000,0,0,0,3,4.6,0,1,289
2379,62,1153,350,0,0,0,1,3.8,5,2,281
2380,62,1153,600,0,1,0,2,4.4,1,5,662
2381,62,799,600,0,0,0,2,4.2,1,5,659
2382,62,1490,1000,0,0,0,3,4.2,1,5,394
2383,62,822,1500,0,0,0,3,4.5,0,1,213
2384,62,509,800,0,0,0,2,3.7,5,2,277
2385,62,836,400,0,1,0,1,4.0,1,5,246
2386,62,603,1000,0,1,0,3,3.7,5,2,145
2387,62,1155,550,0,0,0,2,3.7,5,2,105
2388,62,331,400,0,0,0,1,4.0,1,5,406
2389,62,379,700,0,1,0,2,4.4,1,5,333
2390,62,379,800,0,0,0,2,4.0,1,5,160
2391,62,346,650,0,1,0,2,4.2,1,5,482
2392,62,1159,900,0,0,0,2,4.3,1,5,722
2393,62,579,650,0,0,0,2,4.2,1,5,146
2394,62,1158,400,0,0,0,1,3.5,5,2,348
2395,62,1107,1000,0,0,0,3,4.3,1,5,658
2396,62,648,700,0,0,0,2,4.3,1,5,312
2397,62,1157,600,0,0,0,2,3.6,5,2,361
2398,63,121,1400,0,1,0,3,4.6,0,1,945
2399,63,1082,1200,0,1,0,3,4.2,1,5,1103
2400,63,717,1200,0,0,0,3,4.8,0,1,1424
2401,63,507,1000,0,0,0,3,3.9,5,2,326
2402,63,223,1000,1,1,0,3,4.4,1,5,1778
2403,63,1391,1200,1,0,0,3,4.2,1,5,704
2404,63,1370,1400,1,0,0,3,4.4,1,5,1484
2405,63,1794,1800,1,1,0,3,4.0,1,5,911
2406,63,1674,800,0,0,0,2,4.2,1,5,2584
2407,63,252,800,1,1,0,2,4.6,0,1,1219
2408,63,1401,1500,1,0,0,3,3.9,5,2,1064
2409,63,1329,1600,0,0,0,3,4.9,0,1,1753
2410,63,693,1050,0,1,0,3,3.5,5,2,4464
2411,63,549,900,0,1,0,2,4.2,1,5,5288
2412,63,719,1000,0,1,0,3,4.3,1,5,7574
2413,63,792,1900,0,0,0,3,4.4,1,5,2224
2414,63,1329,1600,0,0,0,3,4.9,0,1,5966
2415,63,751,1500,1,0,0,3,3.6,5,2,1040
2416,63,1306,1600,1,0,0,3,4.1,1,5,1616
2417,63,359,1000,1,0,0,3,4.0,1,5,1126
2418,69,1286,300,0,0,0,1,4.9,0,1,1057
2419,69,774,200,0,0,0,1,4.5,0,1,144
2420,69,426,800,0,0,0,3,4.6,0,1,567
2421,69,371,650,0,0,0,2,3.5,5,2,147
2422,69,400,450,0,0,0,2,3.9,5,2,217
2423,69,721,1000,0,0,0,3,3.7,5,2,514
2424,69,1401,1100,0,0,0,3,3.9,5,2,268
2425,69,420,450,0,0,0,2,4.3,1,5,106
2426,69,1373,1200,0,0,0,3,4.2,1,5,691
2427,69,432,400,0,0,0,2,4.1,1,5,165
2428,69,791,1000,0,0,0,3,4.1,1,5,80
2429,69,1203,1300,0,0,0,3,4.3,1,5,124
2430,69,1032,1000,0,0,0,3,4.3,1,5,887
2431,69,366,1000,0,0,0,3,4.0,1,5,79
2432,69,1275,400,0,0,0,2,4.4,1,5,818
2433,69,344,400,0,0,0,2,4.1,1,5,288
2434,69,1522,1100,0,0,0,3,4.2,1,5,762
2435,69,1433,2000,0,0,0,4,4.2,1,5,149
2436,69,1306,1600,0,0,0,4,4.7,0,1,1069
2437,69,1520,1000,0,0,0,3,4.2,1,5,411
2438,69,400,700,0,0,0,2,4.0,1,5,587
2439,70,1348,800,0,0,0,2,3.6,5,2,93
2440,70,1334,1500,0,0,0,3,3.5,5,2,17
2441,70,1329,1400,0,0,0,3,4.1,1,5,191
2442,70,1384,400,0,0,0,1,3.9,5,2,109
2443,70,1060,1400,0,0,0,3,4.2,1,5,217
2444,70,331,800,0,0,0,2,3.7,5,2,153
2445,70,1514,1300,0,0,0,3,3.9,5,2,41
2446,70,1057,1500,0,0,0,3,4.1,1,5,178
2447,70,1196,2000,0,0,0,4,4.3,1,5,87
2448,70,1626,700,0,0,0,2,3.6,5,2,86
2449,70,1642,1200,0,0,0,3,3.8,5,2,156
2450,70,380,1100,0,0,0,3,4.4,1,5,138
2451,70,655,800,0,0,0,2,4.2,1,5,261
2452,70,1290,1200,0,0,0,3,4.4,1,5,325
2453,70,1334,1000,0,0,0,3,3.5,5,2,116
2454,70,1334,1400,0,0,0,3,3.9,5,2,80
2455,70,346,800,0,0,0,2,4.2,1,5,210
2456,70,1514,800,0,0,0,2,4.6,0,1,196
2457,70,801,1600,0,0,0,3,3.8,5,2,53
2458,70,1401,1500,0,0,0,3,3.9,5,2,154
2459,76,331,600,0,0,0,2,3.6,5,2,209
2460,76,760,200,0,0,0,1,3.9,5,2,196
2461,76,69,900,0,0,0,3,3.8,5,2,196
2462,76,541,700,0,0,0,2,3.7,5,2,355
2463,76,497,600,0,0,0,2,3.5,5,2,280
2464,76,626,1000,0,0,0,3,3.7,5,2,104
2465,76,899,800,0,0,0,3,3.8,5,2,290
2466,76,1722,700,0,0,0,2,3.6,5,2,275
2467,76,1667,500,0,0,0,2,4.2,1,5,281
2468,76,1514,1500,0,0,0,4,3.5,5,2,183
2469,76,370,500,0,0,0,2,3.6,5,2,84
2470,76,1688,750,0,0,0,3,3.9,5,2,257
2471,76,1631,600,0,0,0,2,3.5,5,2,127
2472,76,514,1000,0,0,0,3,3.7,5,2,260
2473,76,1329,1600,0,0,0,4,3.7,5,2,193
2474,76,1667,800,0,0,0,3,4.1,1,5,245
2475,76,1526,1000,0,0,0,3,3.7,5,2,173
2476,76,625,700,0,0,0,2,3.8,5,2,328
2477,76,1481,700,0,0,0,2,3.9,5,2,156
2478,76,1723,500,0,0,0,2,3.7,5,2,175
2479,81,719,550,0,1,0,2,4.3,1,5,99
2480,84,1618,800,0,0,0,2,4.0,1,5,5145
2481,84,115,1000,0,0,0,3,4.0,1,5,156
2482,84,952,850,1,0,0,2,3.4,2,0,170
2483,84,1475,1000,1,1,0,3,4.7,0,1,2083
2484,84,835,1500,0,0,0,3,4.2,1,5,1606
2485,84,433,1000,1,1,0,3,4.1,1,5,2040
2486,84,684,1100,0,0,0,3,3.8,5,2,617
2487,84,393,1000,1,0,0,3,3.8,5,2,146
2488,84,189,700,0,1,0,2,3.9,5,2,2076
2489,84,1272,1500,0,0,0,3,4.3,1,5,1240
2490,84,1306,1500,0,1,0,3,4.2,1,5,3370
2491,84,433,1000,1,0,0,3,3.9,5,2,317
2492,84,1618,800,0,1,0,2,4.5,0,1,2662
2493,84,32,500,0,0,0,2,4.6,0,1,413
2494,84,1056,1500,1,0,0,3,3.9,5,2,885
2495,84,1583,1500,0,0,0,3,4.9,0,1,3244
2496,84,1394,1000,1,0,0,3,3.8,5,2,181
2497,84,1753,1200,0,0,0,3,4.0,1,5,536
2498,84,433,1000,1,1,0,3,4.1,1,5,1295
2499,84,433,1000,1,1,0,3,3.6,5,2,1515
2500,85,106,290,0,0,0,1,3.4,2,0,139
2501,85,1355,900,0,0,0,3,3.7,5,2,172
2502,85,1031,800,0,0,0,3,3.9,5,2,264
2503,85,1699,300,0,0,0,1,4.2,1,5,392
2504,85,1313,500,0,0,0,2,3.7,5,2,393
2505,85,1381,400,0,0,0,2,3.5,5,2,214
2506,85,1097,650,0,0,0,2,3.7,5,2,262
2507,85,744,1700,0,0,0,4,3.8,5,2,162
2508,85,1329,500,0,0,0,2,3.5,5,2,160
2509,85,1441,1600,0,0,0,4,4.0,1,5,286
2510,85,1631,700,0,0,0,2,4.0,1,5,304
2511,85,1306,700,0,0,0,2,3.5,5,2,127
2512,85,1406,1000,0,0,0,3,3.7,5,2,132
2513,85,660,1500,0,0,0,4,3.3,2,0,11
2514,85,1381,650,0,0,0,2,3.6,5,2,190
2515,85,376,700,0,0,0,2,3.6,5,2,140
2516,85,753,650,0,0,0,2,3.8,5,2,249
2517,85,588,550,0,0,0,2,3.7,5,2,208
2518,85,1315,1000,0,0,0,3,3.6,5,2,270
2519,85,895,1200,0,0,0,3,3.7,5,2,183
2520,86,828,500,0,0,0,2,3.3,2,0,27
2521,86,331,250,0,0,0,1,3.8,5,2,73
2522,86,678,250,0,0,0,1,3.9,5,2,26
2523,86,1329,500,0,1,0,2,4.0,1,5,103
2524,86,1514,550,0,1,0,2,4.3,1,5,88
2525,86,362,400,0,1,0,2,3.7,5,2,201
2526,86,841,550,0,1,0,2,4.0,1,5,185
2527,86,331,600,0,1,0,2,4.2,1,5,164
2528,86,746,1100,0,0,0,3,4.3,1,5,270
2529,86,331,350,0,0,0,2,3.9,5,2,140
2530,86,400,250,0,1,0,1,3.9,5,2,19
2531,86,370,750,0,1,0,3,4.0,1,5,284
2532,86,1477,1200,0,1,0,3,4.4,1,5,257
2533,86,331,600,0,0,0,2,4.5,0,1,520
2534,86,512,1000,0,0,0,3,4.0,1,5,306
2535,86,1334,1300,0,1,0,3,4.2,1,5,275
2536,86,1441,1600,0,0,0,4,4.9,0,1,226
2537,86,54,550,0,1,0,2,2.2,3,4,147
2538,86,1677,1000,0,0,0,3,4.0,1,5,100
2539,86,497,1000,0,0,0,3,3.8,5,2,45
2540,87,1185,400,0,0,0,2,3.8,5,2,76
2541,87,1494,1000,0,0,0,4,3.6,5,2,91
2542,87,1306,600,0,0,0,3,3.6,5,2,125
2543,87,1306,800,0,0,0,3,3.5,5,2,140
2544,87,394,400,0,0,0,2,3.6,5,2,86
2545,87,1442,1500,0,0,0,4,3.8,5,2,117
2546,87,331,150,0,0,0,1,3.4,2,0,86
2547,87,1348,600,0,0,0,3,3.4,2,0,162
2548,87,497,700,0,0,0,3,3.4,2,0,177
2549,87,331,600,0,0,0,3,3.3,2,0,15
2550,87,1306,800,0,0,0,3,3.4,2,0,24
2551,87,828,400,0,0,0,2,3.5,5,2,80
2552,87,1275,500,0,0,0,3,3.7,5,2,162
2553,87,1329,500,0,0,0,3,3.5,5,2,166
2554,87,1306,1100,0,0,0,4,3.8,5,2,164
2555,87,1031,800,0,0,0,3,3.0,2,0,25
2556,87,1306,1000,0,0,0,4,3.3,2,0,33
2557,87,1191,400,0,0,0,2,3.5,5,2,77
2558,87,1185,100,0,0,0,1,3.9,5,2,218
2559,87,1334,900,0,0,0,3,3.4,2,0,71
2560,88,757,500,0,0,0,2,0.0,4,3,2
2561,88,828,350,0,1,0,1,3.2,2,0,46
2562,88,1552,1500,1,1,0,3,3.4,2,0,45
2563,88,1722,500,0,0,0,2,2.6,2,0,11
2564,88,1723,500,0,1,0,2,3.4,2,0,238
2565,88,1275,400,0,0,0,1,3.1,2,0,8
2566,88,828,400,0,1,0,1,2.7,2,0,64
2567,88,1699,450,0,1,0,1,2.6,2,0,113
2568,88,1618,300,0,1,0,1,3.7,5,2,66
2569,88,1329,1500,1,1,0,3,3.5,5,2,141
2570,88,549,500,0,0,0,2,2.2,3,4,77
2571,88,1202,1600,1,0,0,3,4.0,1,5,40
2572,88,749,1200,1,0,0,3,4.2,1,5,46
2573,88,1611,1500,1,1,0,3,4.2,1,5,665
2574,88,895,600,0,0,0,2,3.2,2,0,31
2575,88,1514,800,1,1,0,2,3.4,2,0,32
2576,88,1626,700,0,0,0,2,2.8,2,0,83
2577,88,1334,1000,1,1,0,3,3.7,5,2,288
2578,88,859,550,0,0,0,2,3.2,2,0,33
2579,88,1406,900,1,0,0,2,3.2,2,0,26
2580,88,734,600,0,0,0,2,0.0,4,3,2
2581,88,331,800,0,0,0,2,0.0,4,3,0
2582,88,1329,1000,1,1,0,3,2.6,2,0,49
2583,88,1765,200,0,0,0,1,3.3,2,0,13
2584,88,1329,1500,1,1,0,3,3.2,2,0,64
2585,88,1778,400,0,0,0,1,3.4,2,0,167
2586,88,1329,900,1,1,0,2,3.3,2,0,99
2587,88,1102,1000,0,1,0,3,2.6,2,0,125
2588,88,201,300,0,0,0,1,3.7,5,2,124
2589,88,1444,500,0,1,0,2,2.2,3,4,79
2590,88,1254,400,0,0,0,1,2.9,2,0,8
2591,88,1262,200,0,0,0,1,3.3,2,0,20
2592,88,331,450,0,0,0,1,3.2,2,0,23
2593,88,177,400,0,0,0,1,3.4,2,0,19
2594,88,1254,400,0,0,0,1,3.0,2,0,7
2595,88,828,150,0,0,0,1,2.7,2,0,11
2596,88,1655,350,0,0,0,1,3.2,2,0,35
2597,88,562,600,0,1,0,2,3.0,2,0,11
2598,88,497,300,0,1,0,1,2.5,2,0,32
2599,88,588,800,0,1,0,2,3.2,2,0,10
2600,88,1514,600,0,0,0,2,3.2,2,0,23
2601,88,1762,400,0,0,0,1,3.1,2,0,7
2602,88,497,450,0,0,0,1,2.9,2,0,42
2603,88,201,200,0,0,0,1,3.2,2,0,21
2604,88,774,150,0,0,0,1,3.3,2,0,16
2605,88,1306,500,0,1,1,2,2.5,2,0,37
2606,88,1306,250,0,0,0,1,2.9,2,0,4
2607,88,1559,500,0,1,0,2,2.8,2,0,7
2608,88,186,450,0,0,0,1,3.4,2,0,22
2609,88,1321,600,0,1,0,2,3.9,5,2,97
2610,88,223,800,0,0,0,2,3.9,5,2,452
2611,88,986,250,0,0,0,1,3.6,5,2,14
2612,88,546,650,0,1,0,2,3.6,5,2,82
2613,88,982,300,0,0,0,1,0.0,4,3,2
2614,88,1650,400,0,0,0,1,0.0,4,3,0
2615,88,1723,350,0,0,0,1,0.0,4,3,0
2616,88,566,500,0,0,0,2,0.0,4,3,1
2617,88,1306,500,0,1,0,2,0.0,4,3,2
2618,88,865,400,0,0,0,1,0.0,4,3,0
2619,88,1275,600,0,0,0,2,0.0,4,3,1
2620,88,1306,400,0,0,0,1,0.0,4,3,0
2621,88,1723,800,0,1,0,2,2.4,3,4,31
2622,88,1813,600,0,1,0,2,2.5,2,0,100
2623,88,1631,800,0,1,0,2,3.1,2,0,230
2624,88,310,500,0,1,0,2,3.2,2,0,458
2625,88,121,700,0,0,0,2,2.6,2,0,176
2626,88,6,800,1,1,0,2,3.5,5,2,232
2627,88,660,2200,1,0,0,4,3.6,5,2,27
2628,88,539,2200,1,0,0,4,3.6,5,2,210
2629,88,1554,500,0,0,0,2,3.9,5,2,44
2630,88,1598,600,0,0,0,2,3.5,5,2,206
2631,88,394,700,0,1,0,2,3.7,5,2,185
2632,88,331,700,0,0,0,2,3.7,5,2,256
2633,88,1689,1500,1,1,0,3,4.2,1,5,336
2634,88,522,450,0,0,0,1,3.4,2,0,280
2635,88,1046,1400,1,1,0,3,4.2,1,5,2131
2636,88,869,200,0,0,0,1,2.8,2,0,13
2637,88,518,400,0,0,0,1,3.1,2,0,38
2638,88,1749,150,0,0,0,1,2.8,2,0,69
2639,88,1699,500,0,0,0,2,3.3,2,0,11
2640,88,828,200,0,0,0,1,3.1,2,0,6
2641,88,186,400,0,0,0,1,3.0,2,0,4
2642,88,1329,650,0,0,0,2,3.4,2,0,80
2643,88,828,500,0,0,0,2,3.4,2,0,24
2644,88,518,250,0,0,0,1,3.1,2,0,13
2645,88,986,400,0,1,0,1,3.3,2,0,12
2646,88,471,600,0,0,0,2,2.9,2,0,4
2647,88,582,200,0,0,0,1,2.8,2,0,9
2648,88,828,250,0,0,0,1,3.3,2,0,18
2649,88,497,600,0,0,0,2,2.8,2,0,14
2650,88,828,400,0,0,0,1,2.8,2,0,9
2651,88,868,200,0,0,0,1,3.2,2,0,16
2652,88,1288,650,0,0,0,2,3.0,2,0,5
2653,88,828,500,0,1,0,2,3.6,5,2,251
2654,88,951,350,0,1,0,1,3.5,5,2,42
2655,88,557,650,0,1,0,2,3.5,5,2,220
2656,88,195,400,0,1,0,1,3.6,5,2,34
2657,88,1749,250,0,0,0,1,3.7,5,2,103
2658,88,1384,300,0,0,0,1,3.7,5,2,46
2659,88,1329,250,0,0,0,1,3.8,5,2,62
2660,88,186,300,0,0,0,1,3.6,5,2,42
2661,88,762,350,0,1,0,1,3.6,5,2,58
2662,88,344,1000,0,1,0,3,3.9,5,2,106
2663,88,193,500,0,0,0,2,0.0,4,3,0
2664,88,834,350,0,0,0,1,0.0,4,3,1
2665,88,331,500,0,0,0,2,0.0,4,3,1
2666,88,177,100,0,0,0,1,0.0,4,3,0
2667,88,177,300,0,0,0,1,0.0,4,3,0
2668,88,1749,100,0,0,0,1,0.0,4,3,0
2669,88,177,150,0,0,0,1,0.0,4,3,0
2670,88,584,500,0,0,0,2,0.0,4,3,1
2671,88,518,300,0,0,0,1,0.0,4,3,0
2672,88,344,500,0,0,0,2,0.0,4,3,0
2673,88,1705,400,0,0,0,1,0.0,4,3,2
2674,88,186,500,0,0,0,2,0.0,4,3,0
2675,88,497,200,0,0,0,1,0.0,4,3,0
2676,88,1065,600,0,0,0,2,0.0,4,3,0
2677,88,177,250,0,0,0,1,0.0,4,3,0
2678,88,1435,1500,1,0,0,3,3.0,2,0,4
2679,88,837,500,0,1,0,2,3.4,2,0,48
2680,88,1102,800,0,1,0,2,3.2,2,0,51
2681,88,642,1600,1,0,0,3,3.4,2,0,19
2682,88,1122,2500,1,0,0,4,3.6,5,2,59
2683,88,625,1500,1,0,0,3,3.9,5,2,188
2684,88,1187,1800,0,0,0,3,4.4,1,5,77
2685,88,1113,1500,0,1,0,3,4.0,1,5,46
2686,88,743,1400,0,0,0,3,4.1,1,5,387
2687,88,1565,500,0,0,0,2,3.1,2,0,117
2688,88,233,350,0,0,0,1,3.1,2,0,7
2689,88,1626,500,0,0,0,2,3.0,2,0,10
2690,88,828,250,0,0,0,1,0.0,4,3,1
2691,88,828,350,0,1,0,1,2.8,2,0,7
2692,88,1590,200,0,0,0,1,2.8,2,0,23
2693,88,1562,500,0,0,0,2,2.8,2,0,102
2694,88,1329,600,0,0,0,2,3.4,2,0,19
2695,88,177,200,0,0,0,1,3.2,2,0,15
2696,88,177,200,0,0,0,1,3.0,2,0,10
2697,88,518,400,0,0,0,1,2.7,2,0,17
2698,88,1749,200,0,1,0,1,3.4,2,0,135
2699,88,1329,1000,1,0,0,3,2.7,2,0,35
2700,88,1520,450,0,0,0,1,3.0,2,0,5
2701,88,1651,150,0,0,0,1,3.4,2,0,22
2702,88,518,300,0,0,0,1,3.2,2,0,74
2703,88,1373,500,0,0,0,2,3.0,2,0,4
2704,88,1329,700,0,0,0,2,3.0,2,0,7
2705,88,1306,650,0,0,0,2,3.2,2,0,22
2706,88,191,300,0,0,0,1,3.1,2,0,9
2707,88,1514,700,0,1,0,2,3.5,5,2,191
2708,88,190,350,0,1,0,1,3.7,5,2,199
2709,88,842,400,0,0,0,1,3.5,5,2,60
2710,88,497,300,0,0,0,1,0.0,4,3,1
2711,88,1514,500,0,0,0,2,0.0,4,3,0
2712,88,1520,700,0,0,0,2,0.0,4,3,0
2713,88,841,500,0,0,0,2,0.0,4,3,1
2714,88,1235,100,0,0,0,1,0.0,4,3,2
2715,88,1650,400,0,0,0,1,0.0,4,3,0
2716,88,1650,300,0,0,0,1,0.0,4,3,1
2717,88,1329,550,0,0,0,2,0.0,4,3,3
2718,88,230,400,0,0,0,1,0.0,4,3,3
2719,88,183,300,0,0,0,1,0.0,4,3,1
2720,88,1262,150,0,0,0,1,0.0,4,3,0
2721,88,986,250,0,0,0,1,0.0,4,3,0
2722,88,841,400,0,1,0,1,0.0,4,3,1
2723,88,1306,200,0,0,0,1,0.0,4,3,0
2724,88,1306,650,0,0,0,2,0.0,4,3,0
2725,88,828,100,0,0,0,1,0.0,4,3,0
2726,88,1235,100,0,0,0,1,2.4,3,4,15
2727,88,1757,300,0,1,0,1,2.9,2,0,29
2728,88,1102,1000,0,1,0,3,3.4,2,0,35
2729,88,1723,600,0,1,0,2,2.7,2,0,278
2730,88,1329,1200,1,0,0,3,3.3,2,0,53
2731,88,1329,350,0,1,0,1,2.6,2,0,142
2732,88,1348,550,0,1,0,2,2.5,2,0,41
2733,88,531,1300,1,1,0,3,3.9,5,2,492
2734,88,1262,250,0,0,0,1,3.5,5,2,28
2735,88,1329,1300,1,0,0,3,3.6,5,2,457
2736,88,1522,1800,1,0,0,3,3.9,5,2,173
2737,88,1306,200,0,0,0,1,3.7,5,2,131
2738,88,1749,200,0,0,0,1,3.9,5,2,123
2739,88,1525,1200,1,1,0,3,3.9,5,2,274
2740,88,1329,500,0,1,0,2,3.5,5,2,87
2741,88,1306,300,0,0,0,1,3.0,2,0,78
2742,88,1514,500,0,0,0,2,3.1,2,0,10
2743,88,177,300,0,0,0,1,3.3,2,0,26
2744,88,1626,700,0,0,0,2,3.2,2,0,101
2745,88,1628,500,0,0,0,2,3.4,2,0,17
2746,88,1514,600,0,0,0,2,3.3,2,0,34
2747,88,177,500,0,0,0,2,3.3,2,0,12
2748,88,1288,750,0,0,0,2,3.6,5,2,34
2749,88,1584,400,0,1,0,1,3.6,5,2,46
2750,88,1514,600,0,0,0,2,3.5,5,2,31
2751,88,856,350,0,1,0,1,4.0,1,5,96
2752,88,1559,550,0,0,0,2,3.2,2,0,70
2753,88,1571,400,0,1,0,1,3.4,2,0,560
2754,88,331,450,0,0,0,1,2.9,2,0,4
2755,88,1444,600,0,1,0,2,3.4,2,0,38
2756,88,1444,600,0,1,0,2,2.8,2,0,11
2757,88,211,200,0,0,0,1,3.0,2,0,4
2758,88,1588,600,0,1,0,2,3.3,2,0,421
2759,88,1329,550,0,1,0,2,3.1,2,0,68
2760,88,1594,400,0,0,0,1,3.6,5,2,85
2761,88,227,800,1,0,0,2,3.7,5,2,343
2762,88,191,300,0,0,0,1,3.8,5,2,120
2763,88,1306,200,0,0,0,1,0.0,4,3,3
2764,88,828,100,0,0,0,1,0.0,4,3,2
2765,88,828,200,0,0,0,1,0.0,4,3,2
2766,88,186,350,0,0,0,1,0.0,4,3,0
2767,88,1173,750,0,1,0,2,2.3,3,4,55
2768,88,331,450,0,0,0,1,3.2,2,0,49
2769,88,518,400,0,0,0,1,2.9,2,0,7
2770,88,1626,700,0,0,0,2,3.3,2,0,90
2771,88,1306,1200,1,0,0,3,2.9,2,0,11
2772,88,1102,1000,0,1,0,3,3.1,2,0,161
2773,88,201,800,0,0,0,2,3.0,2,0,67
2774,88,865,300,0,1,0,1,2.8,2,0,23
2775,88,1118,1700,0,1,0,3,3.3,2,0,60
2776,88,1170,450,0,1,0,1,3.5,5,2,239
2777,88,601,1300,1,1,0,3,3.7,5,2,137
2778,88,307,600,0,1,0,2,3.7,5,2,212
2779,88,1329,1000,1,1,0,3,3.5,5,2,193
2780,88,837,500,0,1,0,2,3.5,5,2,202
2781,88,497,1300,1,1,0,3,3.5,5,2,332
2782,88,895,1800,1,0,0,3,2.4,3,4,92
2783,88,1044,1000,1,1,0,3,2.9,2,0,120
2784,88,497,1500,1,1,0,3,3.4,2,0,137
2785,88,1514,1100,1,1,0,3,3.6,5,2,158
2786,88,1334,1500,1,0,0,3,2.7,2,0,9
2787,88,1590,300,0,1,0,1,2.6,2,0,38
2788,88,537,2000,1,0,0,4,3.2,2,0,59
2789,88,1244,200,0,0,0,1,2.8,2,0,4
2790,88,872,1100,0,1,0,3,2.5,2,0,98
2791,88,1306,250,0,0,0,1,2.8,2,0,11
2792,88,1514,250,0,0,0,1,3.0,2,0,11
2793,88,1699,150,0,0,0,1,3.1,2,0,14
2794,88,1626,700,0,0,0,2,2.4,3,4,71
2795,88,1699,400,0,1,0,1,2.4,3,4,33
2796,88,331,1500,0,0,0,3,0.0,4,3,2
2797,88,549,850,0,1,0,2,3.3,2,0,85
2798,88,210,600,0,0,0,2,2.9,2,0,10
2799,88,549,700,0,0,0,2,2.7,2,0,8
2800,88,549,700,0,0,0,2,2.9,2,0,16
2801,88,1574,450,0,0,0,1,3.4,2,0,113
2802,88,331,450,0,0,0,1,3.0,2,0,4
2803,88,549,800,1,0,0,2,3.2,2,0,17
2804,88,1554,450,0,0,0,1,2.7,2,0,33
2805,88,497,800,1,0,0,2,2.9,2,0,66
2806,88,497,800,0,0,0,2,3.4,2,0,34
2807,88,567,700,0,0,0,2,2.8,2,0,31
2808,88,497,900,1,0,0,2,3.2,2,0,17
2809,88,331,600,0,0,0,2,3.0,2,0,4
2810,88,828,200,0,0,0,1,2.8,2,0,5
2811,88,1514,1650,1,0,0,3,2.9,2,0,10
2812,88,1146,500,0,0,0,2,2.9,2,0,4
2813,88,549,900,0,0,0,2,3.4,2,0,60
2814,88,549,700,0,0,0,2,3.2,2,0,14
2815,88,549,700,0,0,0,2,3.1,2,0,10
2816,88,419,700,0,0,0,2,3.0,2,0,7
2817,88,1704,600,0,0,0,2,3.4,2,0,161
2818,88,177,300,0,0,0,1,3.4,2,0,28
2819,88,497,800,1,1,0,2,3.7,5,2,137
2820,88,947,400,0,0,0,1,3.7,5,2,203
2821,88,186,450,0,0,0,1,3.5,5,2,20
2822,88,161,600,0,0,0,2,3.5,5,2,218
2823,88,1302,350,0,0,0,1,0.0,4,3,0
